simulation_id,global_seed,policy,unix_timestamp_ms,STA_ID,trafficType,UL_OFDMA_enabled,distance_m,packet_periodicity_s,payload_size,num_antennas_mimo_STA,num_antennas_mimo_AP,frequency_band_GHz,AP_channel_number,STA_channel_number,txpower_dBm,ACK_seq_type,guard_interval,mcs,channel_width_MHz_STA,channel_width_MHz_AP,num_STAs_total,avg_lat_ms,max_lat_ms,min_lat_ms,stddev_lat_ms,pktloss_perc,throughput_Mbps,avg_snr_dB,max_snr_dB,min_snr_dB,avg_rssi_dB,max_rssi_dB,min_rssi_dB,most_used_MCS,MCS0,MCS1,MCS2,MCS3,MCS4,MCS5,MCS6,MCS7,MCS8,MCS9,MCS10,MCS11,MCS_unavailable_count,latency_distr_ms_0.0-0.1,latency_distr_ms_0.1-0.2,latency_distr_ms_0.2-0.3,latency_distr_ms_0.3-0.4,latency_distr_ms_0.4-0.5,latency_distr_ms_0.5-0.6,latency_distr_ms_0.6-0.7,latency_distr_ms_0.7-0.8,latency_distr_ms_0.8-0.9,latency_distr_ms_0.9-1.0,latency_distr_ms_1-2,latency_distr_ms_2-3,latency_distr_ms_3-4,latency_distr_ms_4-5,latency_distr_ms_5-6,latency_distr_ms_6-7,latency_distr_ms_7-8,latency_distr_ms_8-9,latency_distr_ms_9-10,latency_distr_ms_10-11,latency_distr_ms_11-12,latency_distr_ms_12-13,latency_distr_ms_13-14,latency_distr_ms_14-15,latency_distr_ms_15-16,latency_distr_ms_16-17,latency_distr_ms_17-18,latency_distr_ms_18-19,latency_distr_ms_19-20,latency_distr_ms_20-inf,rx_bytes_per_class,tx_bytes_per_class,t0,t1,twtDuration,last_trx,last_teff,last_AOI,t0>t1,effective_latency,energymodel_elapsed_time,energymodel_awake_elapsed_time,energymodel_avg_current_mA,energymodel_total_energy_J,deadline_ms,deadline_met,TX_energy_J,TX_energy_percentage,TX_time_ms,TX_time_percentage,RX_energy_J,RX_energy_percentage,RX_time_ms,RX_time_percentage,CCA_busy_energy_J,CCA_busy_energy_percentage,CCA_busy_time_ms,CCA_busy_time_percentage,SLEEP_energy_J,SLEEP_energy_percentage,SLEEP_time_ms,SLEEP_time_percentage,IDLE_energy_J,IDLE_energy_percentage,IDLE_time_ms,IDLE_time_percentage,desired_duration_ms,diff_duration_ms
1,42,unset,1776336070838,1,DL,1,1,0.1024,700,1,4,5,36,36,20,ACK-SU-FORMAT,800,4,20,20,10,2.42525,4.337,1.53,0.00131657,80,4.375e-06,67.488,67.6278,67.234,-30.9677,-26.732,-33.4107,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,14000,0.1000000000,1.0000000000,2.0000000000,311.5370000000,1945.6000000000,311.4370000000,0,310.5370000000,2047.5680000000,124.5260000000,30.1050244290,0.1849262540,0.0000000000,0,0.0023655354,1.2791776987,1.4200000000,0.0693505661,0.0283330032,15.3212443286,24.3160000000,1.1875551874,0.0082740420,4.4742386881,9.3810000000,0.4581532823,0.0670949354,36.2819956258,1923.0420000000,93.9183460574,0.0788587380,42.6433436588,89.4090000000,4.3665949067,0.0000000000,310.5370000000
1,42,unset,1776336070838,2,DL,1,1.0000000000,0.2048000000,700,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,4,20,20,10,1.7530000000,2.2000000000,1.3060000000,0.0006321535,80.0000000000,0.0000021875,67.3895096043,67.5450303401,67.2339888684,-30.0713256020,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,7000,0.1000000000,1.0000000000,2.0000000000,206.1060000000,1843.2000000000,206.0060000000,0,205.1060000000,2047.5680000000,125.3350000000,30.1866189499,0.1854274650,0.0000000000,0,0.0022655832,1.2218164123,1.3600000000,0.0664202605,0.0277690464,14.9756921956,23.8320000000,1.1639173888,0.0091207620,4.9187761918,10.3410000000,0.5050381721,0.0670667094,36.1687031535,1922.2330000000,93.8788357700,0.0792053640,42.7150120468,89.8020000000,4.3857884085,0.0000000000,205.1060000000
1,42,unset,1776336070838,3,DL,1,1.0000000000,0.1024000000,1000,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,6,20,20,10,2.7370000000,4.3370000000,1.5300000000,0.0011913911,80.0000000000,0.0000062500,67.4879512871,67.6277555998,67.2339888684,-30.9677339408,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,20000,0.1000000000,1.0000000000,2.0000000000,311.5370000000,1945.6000000000,311.4370000000,0,310.5370000000,2047.4240000000,124.3820000000,30.0702572892,0.1846996994,0.0000000000,0,0.0021323136,1.1544759451,1.2800000000,0.0625175831,0.0283749504,15.3627485563,24.3520000000,1.1893970179,0.0082740420,4.4797268365,9.3810000000,0.4581855053,0.0670949354,36.3264995045,1923.0420000000,93.9249515489,0.0788234580,42.6765491577,89.3690000000,4.3649483448,0.0000000000,310.5370000000
1,42,unset,1776336070838,4,DL,1,1.0000000000,0.3072000000,1000,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,6,20,20,10,3.5780000000,3.6750000000,3.4810000000,0.0001371787,71.4285714286,0.0000031250,67.3895096043,67.5450303401,67.2339888684,-30.0713256020,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,7000,0.1000000000,1.0000000000,2.0000000000,310.8750000000,1843.2000000000,310.7750000000,0,309.8750000000,2047.5680000000,124.5260000000,30.0684576532,0.1847016351,0.0000000000,0,0.0022589197,1.2230101367,1.3560000000,0.0662249068,0.0276152400,14.9512699143,23.7000000000,1.1574707165,0.0088667460,4.8005779674,10.0530000000,0.4909727052,0.0670949354,36.3261187935,1923.0420000000,93.9183460574,0.0788657940,42.6990231880,89.4170000000,4.3669856142,0.0000000000,309.8750000000
1,42,unset,1776336070838,5,DL,1,1.0000000000,0.1024000000,500,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,8,20,20,10,2.9107500000,4.1840000000,1.5300000000,0.0012305872,80.0000000000,0.0000031250,67.4672699722,67.5450303401,67.2339888684,-31.7409902449,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10000,0.1000000000,1.0000000000,2.0000000000,310.8750000000,1945.6000000000,310.7750000000,0,309.8750000000,2047.5680000000,124.5260000000,30.1183022298,0.1850078156,0.0000000000,0,0.0023655354,1.2786137670,1.4200000000,0.0693505661,0.0286685808,15.4958755175,24.6040000000,1.2016206544,0.0080200260,4.3349660526,9.0930000000,0.4440878154,0.0670949354,36.2660005307,1923.0420000000,93.9183460574,0.0788587380,42.6245441322,89.4090000000,4.3665949067,0.0000000000,309.8750000000
1,42,unset,1776336070838,6,DL,1,1.0000000000,0.2048000000,500,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,8,20,20,10,3.0920000000,4.8780000000,1.3060000000,0.0025257854,80.0000000000,0.0000015625,67.3895096043,67.5450303401,67.2339888684,-30.0713256020,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5000,0.1000000000,1.0000000000,2.0000000000,206.1060000000,1843.2000000000,206.0060000000,0,205.1060000000,2047.5680000000,124.5260000000,30.0566551636,0.1846291359,0.0000000000,0,0.0022589197,1.2234903819,1.3560000000,0.0662249068,0.0273169488,14.7955785347,23.4440000000,1.1449680792,0.0090925380,4.9247579239,10.3090000000,0.5034753425,0.0670949354,36.3403831432,1923.0420000000,93.9183460574,0.0788657940,42.7157900163,89.4170000000,4.3669856142,0.0000000000,205.1060000000
1,42,unset,1776336070838,7,DL,1,1.0000000000,0.1024000000,1400,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,10,20,20,10,3.6812500000,5.6090000000,2.1010000000,0.0017716577,80.0000000000,0.0000087500,67.3117492363,67.5450303401,67.2339888684,-28.4016609590,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,28000,0.1000000000,1.0000000000,2.0000000000,311.9610000000,1945.6000000000,311.8610000000,0,310.9610000000,2047.4240000000,124.3820000000,30.0500559435,0.1845756172,0.0000000000,0,0.0021189866,1.1480317238,1.2720000000,0.0621268482,0.0278902272,15.1104612950,23.9360000000,1.1690788034,0.0086127300,4.6662338882,9.7650000000,0.4769407802,0.0670949354,36.3509202302,1923.0420000000,93.9249515489,0.0788587380,42.7243528629,89.4090000000,4.3669020193,0.0000000000,310.9610000000
1,42,unset,1776336070838,8,DL,1,1.0000000000,0.3072000000,1400,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,10,20,20,10,53.8025000000,103.9300000000,3.6750000000,0.0708909903,71.4285714286,0.0000043750,67.5450303401,67.5450303401,67.5450303401,-33.4106548878,-33.4106548878,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,9800,0.1000000000,1.0000000000,2.0000000000,310.8750000000,1843.2000000000,310.7750000000,0,309.8750000000,2047.5680000000,124.5260000000,30.0872250690,0.1848169178,0.0000000000,0,0.0022655832,1.2258527126,1.3600000000,0.0664202605,0.0280766592,15.1916066653,24.0960000000,1.1768107335,0.0085139460,4.6066919102,9.6530000000,0.4714373344,0.0670949354,36.3034597622,1923.0420000000,93.9183460574,0.0788657940,42.6723889497,89.4170000000,4.3669856142,0.0000000000,309.8750000000
1,42,unset,1776336070838,9,DL,1,1.0000000000,0.1024000000,700,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,11,20,20,10,28.2639637500,105.2068550000,1.3060000000,0.0513046861,80.0000000000,0.0000043750,67.3895096043,67.5450303401,67.2339888684,-30.0713256020,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,14000,0.1000000000,1.0000000000,2.0000000000,310.8750000000,1945.6000000000,310.7750000000,0,309.8750000000,2047.5680000000,124.5260000000,30.0859177815,0.1848088875,0.0000000000,0,0.0023255545,1.2583564305,1.3960000000,0.0681784439,0.0279275136,15.1115641557,23.9680000000,1.1705594149,0.0085986180,4.6527080577,9.7490000000,0.4761258234,0.0670949354,36.3050372131,1923.0420000000,93.9183460574,0.0788622660,42.6723341430,89.4130000000,4.3667902604,0.0000000000,309.8750000000
1,42,unset,1776336070838,10,DL,1,1.0000000000,0.2048000000,700,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,11,20,20,10,53.6170000000,105.9280000000,1.3060000000,0.0739789257,80.0000000000,0.0000021875,67.3895096043,67.5450303401,67.2339888684,-30.0713256020,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,7000,0.1000000000,1.0000000000,2.0000000000,206.1060000000,1843.2000000000,206.0060000000,0,205.1060000000,2047.5680000000,124.5260000000,30.0577188450,0.1846356698,0.0000000000,0,0.0022655832,1.2270560736,1.3600000000,0.0664202605,0.0273309312,14.8026279172,23.4560000000,1.1455541403,0.0090784260,4.9169404865,10.2930000000,0.5026939276,0.0670949354,36.3390971311,1923.0420000000,93.9183460574,0.0788657940,42.7142783916,89.4170000000,4.3669856142,0.0000000000,205.1060000000
1,42,unset,1776341850227,1,DL,1,1,0.1024,700,1,4,5,36,36,20,ACK-SU-FORMAT,800,4,20,20,10,1.90455,2.35,1.402,0.000427429,0,2.1875e-05,67.5378,67.6278,67.234,-32.7674,-26.732,-33.4107,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0.1000000000,1.0000000000,5.0000000000,1947.0020000000,1945.6000000000,1946.9020000000,0,1946.0020000000,2045.2640000000,113.3240000000,28.7001988399,0.1760984504,0.0000000000,0,0.0057839006,3.2844699232,3.4720000000,0.1697580361,0.0247674912,14.0645707774,21.2560000000,1.0392790368,0.0135651600,7.7031682937,15.3800000000,0.7519811623,0.0674053866,38.2771037630,1931.9400000000,94.4591993992,0.0645765120,36.6706872426,73.2160000000,3.5797823655,0.0000000000,1946.0020000000
1,42,unset,1776341850227,2,DL,1,1.0000000000,0.2048000000,700,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,4,20,20,10,1.4242000000,2.2000000000,1.3060000000,0.0002763194,0.0000000000,0.0000109375,67.5139261929,67.5450303401,67.2339888684,-32.7427890306,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0.1000000000,1.0000000000,5.0000000000,1844.6020000000,1843.2000000000,1844.5020000000,0,1843.6020000000,2045.2640000000,113.3240000000,28.4286956012,0.1744325630,0.0000000000,0,0.0052841396,3.0293309620,3.1720000000,0.1550900031,0.0188809008,10.8241835532,16.2040000000,0.7922693598,0.0182503440,10.4626932506,20.6920000000,1.0117031347,0.0674053866,38.6426624853,1931.9400000000,94.4591993992,0.0646117920,37.0411297489,73.2560000000,3.5817381032,0.0000000000,1843.6020000000
1,42,unset,1776341850227,3,DL,1,1.0000000000,0.1024000000,1000,1,4,5.0000000000,36,36,20,ACK-SU-FORMAT,800,6,20,20,10,2.0737000000,3.1320000000,1.4020000000,0.0005668711,0.0000000000,0.0000312500,67.5501595814,67.6277555998,67.2339888684,-32.3034656551,-26.7319963161,-33.4106548878,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0.1000000000,1.0000000000,5.0000000000,1947.0020000000,1945.6000000000,1946.9020000000,0,1946.0020000000,2044.5920000000,112.6520000000,28.4911665897,0.1747584338,0.0000000000,0,0.0046844264,2.6805152330,2.8120000000,0.1375335519,0.0238213488,13.6310152687,20.4440000000,0.9999060937,0.0142707600,8.1659921564,16.1800000000,0.7913559282,0.0674053866,38.5706057893,1931.9400000000,94.4902454866,0.0645765120,36.9518715527,73.2160000000,3.5809589395,0.0000000000,1946.0020000000
